GrB WER CER EER NHU EHU CHU SMI CMI NCMI NMI WON EON WSU CSU ESU LSC NR SB SMR WB NCGeB CON
19740226 99.9 41.1 71.2 75.5 62.6 20.1 46.1 15 15.8 33.7 99.4 6 75.5 95.5 93 51 75.5 NA 80.4 100 91.3 89.9 6.6
19740227 99.9 31.7 67.5 77.9 63 21.2 45.6 12 14.4 32.5 99.4 5.5 76.1 95 92.8 51.9 75.9 NA 80.5 100 90.1 91.7 5.8
19740228 99.9 20.7 62.9 77.1 63.1 22.4 44.4 9.9 13.9 31.5 99.4 5 77.4 95 92.7 52.6 71.7 NA 81.4 100 88.3 93.1 5.3
19740301 99.9 19.6 54.3 70.4 55.8 21.2 40.2 9.1 12.5 27.5 91.9 5 69.8 91.6 89.7 49.7 64.5 NA 78.2 99.7 86.1 86.8 5.2
19740302 99.9 19.1 48.3 63.6 51 20 35.6 8.4 11.1 23.9 84.3 5 64.5 86.2 88.2 46.4 57.8 NA 76.3 99.5 84.4 81.6 5.2
19740303 99.9 18.1 39.6 57 43.8 18.8 31.3 7.6 9.7 19.9 76.8 5 57 82.9 85.2 43.5 50.6 NA 73.1 99.1 82.3 75.3 5.1
19740304 100 17 33.7 50.3 38.9 18.4 27.3 2.3 4.1 13.3 70.8 0 48.7 77.8 83.5 41 42.3 NA 72.1 98.8 79.8 67.6 0.1
19740305 100 15.9 25 43.7 31.6 17.2 23 1.5 2.8 9.3 63.2 0 41.2 74.5 80.4 38.1 35.1 NA 68.9 98.5 77.6 61.3 0.1
19740306 100 15.4 19 36.9 26.8 16 18.5 0.8 1.4 5.6 55.7 0 35.9 69.1 78.9 34.9 28.4 NA 67 98.3 75.9 56.1 0
19740307 100 14.4 10.3 30.2 19.6 14.9 14.2 0 0 1.7 48.2 0 28.3 65.7 75.9 31.9 21.2 NA 63.8 98 73.8 49.8 0
19740308 99.9 13.3 12.2 32.3 23.2 15.6 15.8 0 0 1.5 46.8 0 27.8 69.3 75.3 32 18.8 NA 63.9 98.2 76.9 56.1 0
19740309 99.9 11.6 15.1 36.7 26.4 16.3 18 0 0 1.5 46.6 0 27 75.2 75.1 33.9 16.1 NA 63.7 98.3 80.6 61.1 0
19740310 99.9 10.5 16.9 38.7 30.1 17 19.6 0 0 1.3 45.2 0 26.5 78.8 74.5 34 13.7 NA 63.8 98.5 83.7 67.5 0
19740311 99.8 8.9 18.5 40.8 35.2 17.1 21.9 5 5 5.8 46.4 5 28.2 82.9 73.8 34.8 12.5 NA 63.8 98.8 87.5 74.6 5
19740312 99.8 7.8 20.4 42.8 38.9 17.8 23.5 5 5 5.6 45 5 27.7 86.5 73.2 34.9 10.1 NA 63.9 99 90.7 81 5
19740313 99.8 6.1 23.2 47.2 42 18.5 25.7 5 5 5.7 44.8 5 26.9 92.4 73.1 36.8 7.4 NA 63.8 99.1 94.3 86 5
19740314 99.7 5 25.1 49.2 45.7 19.2 27.3 5 5 5.5 43.4 5 26.4 96 72.5 36.9 5 NA 63.8 99.3 97.5 92.4 5
19740315 99.8 5 21.6 41.7 44.5 17 25.2 5 5 5.7 42.4 5 25.2 96 75.5 37.6 5 NA 59.6 99.2 96.3 92.4 5
19740316 99.8 5 18.9 36.8 43.1 15.7 23.5 5 5 5.9 41.3 5 24.5 94.7 79.2 37.8 5 NA 57.6 99.1 95 89.3 5
19740317 99.8 5 15.4 29.3 42 13.4 21.4 5 5 6.1 40.3 5 23.3 94.7 82.2 38.5 5 NA 53.3 99 93.8 89.4 5
19740318 99.9 0 9.7 22.3 40.1 8.1 16.8 0 0 1.5 36.6 0 20.6 91.6 85.4 39.7 0 NA 48.9 98.9 92.6 86.7 0.2
19740319 99.9 0 6.2 14.7 39 5.9 14.7 0 0 1.8 35.6 0 19.4 91.6 88.4 40.4 0 NA 44.7 98.8 91.4 86.7 0.2
19740320 100 0 3.5 9.8 37.6 4.6 13 0 0 1.9 34.5 0 18.7 90.3 92.1 40.6 0 NA 42.7 98.7 90.1 83.7 0.2
19740321 100 0 0 2.3 36.4 2.4 10.9 0 0 2.2 33.4 0 17.5 90.3 95.2 41.3 0 NA 38.4 98.6 88.9 83.7 0.2
19740322 96.3 0 0 2.6 35.8 2.2 9.5 0 0 4.5 42.7 0 17.4 90.3 92.7 44.1 1.9 NA 38.6 98.7 90.3 78.8 0.2
19740323 94.1 0 0 2.8 35.8 2 8.6 0 0 6.5 50.1 0 17.8 89.4 90.9 47.1 3.7 NA 40.3 98.8 91.4 74.7 0.2
19740324 90.4 0 0 3.1 35.3 1.9 7.3 0 0 8.8 59.3 0 17.7 89.4 88.4 49.9 5.6 NA 40.5 98.9 92.8 69.8 0.2
19740325 85.7 0 0 3.5 36 5.5 9.7 0 1.8 15.7 67.8 0 15.9 89.8 86.4 54.4 10.5 NA 40.9 99.1 93.6 63.6 0
19740326 82 0 0 3.8 35.4 5.3 8.3 0 1.8 17.9 77 0 15.8 89.8 83.9 57.3 12.4 NA 41.1 99.2 95.1 58.7 0
19740327 79.8 0 0 4 35.4 5.2 7.4 0 1.8 20 84.4 0 16.2 88.8 82.2 60.2 14.3 NA 42.7 99.3 96.1 54.6 0
19740328 76.1 0 0 4.3 34.9 5 6 0 1.8 22.3 93.7 0 16.1 88.8 79.6 63.1 16.1 NA 43 99.4 97.6 49.7 0
19740329 76.2 0 0 4.3 31.9 5 5.9 0 1.8 19.9 82.5 0 14.5 85.5 77.7 60.2 14.3 NA 39.5 99.4 95.5 50.3 0
19740330 75.8 0 0 4.6 29 5 5.8 0 1.8 17.7 74.7 0 12.9 83.1 74.5 57.4 12.4 NA 38.1 99.4 94.3 51.8 0
19740331 76 0 0 4.6 26 5 5.6 0 1.8 15.4 63.5 0 11.2 79.7 72.5 54.5 10.5 NA 34.7 99.4 92.2 52.4 0
19740401 75.3 0 0 5 21.4 5 5.4 0 0 12.1 54.1 0 9.9 76.4 69.6 50 5.6 NA 33.3 99.4 90.9 52.3 0
19740402 75.4 0 0 5.1 18.4 5 5.3 0 0 9.7 42.9 0 8.2 73.1 67.7 47.1 3.7 NA 29.8 99.4 88.8 52.9 0
19740403 75 0 0 5.3 15.5 5 5.2 0 0 7.6 35.1 0 6.6 70.6 64.5 44.3 1.9 NA 28.5 99.4 87.7 54.5 0
19740404 75.2 0 0 5.4 12.5 5 5 0 0 5.2 24 0 5 67.3 62.5 41.4 0 NA 25 99.4 85.6 55.1 0
19740405 70.6 0 0 4.7 12.1 5.1 5 0 0 5 21 0 4.2 65 57.3 38.3 0 NA 23 99.4 86.3 52.3 0
19740406 68.2 0 0 3.9 11.5 5.1 5 0 0 4.9 18.5 0 3.5 61.6 52.5 34.9 0 NA 19 98.4 87.3 49.1 0
19740407 63.6 0 0 3.2 11 5.1 5 0 0 4.6 15.5 0 2.7 59.3 47.3 31.8 0 NA 17 98.4 88 46.4 0
19740408 61.4 0 0 2.2 10.3 5.2 5 0 0 4.2 14.2 0 2.2 56.6 40.7 27.4 0 NA 13 98.4 87.5 44.8 0
19740409 56.8 0 0 1.4 9.8 5.2 5 0 0 3.9 11.2 0 1.5 54.4 35.5 24.3 0 NA 11 98.5 88.3 42 0
19740410 54.4 0 0 0.7 9.3 5.2 5 0 0 3.8 8.7 0 0.7 50.9 30.8 20.9 0 NA 7 97.4 89.2 38.9 0
19740411 49.8 0 0 0 8.8 5.3 5 0 0 3.6 5.8 0 0 48.6 25.5 17.8 0 NA 5 97.5 90 36.1 0
19740412 50.1 0 0 0 8.6 5.2 5 0 0 3.6 5.6 0 0 48.3 24.8 16.5 0 NA 5 96 90.5 34.3 0
19740413 50.5 0 0 0 8.5 5.2 5 0 0 3.6 5.5 0 0 45.5 23.8 15.3 0 NA 5 95.5 89.7 33.4 0
19740414 50.8 0 0 0 8.3 5.2 5 0 0 3.6 5.4 0 0 45.2 23.1 14 0 NA 5 94 90.2 31.7 0
19740415 51.5 5 5 5 8 5.1 5 5 5 5 5.3 5 5 45.7 22.2 12.8 5 NA 5 92.3 90.2 30.7 5
19740416 51.7 5 5 5 7.8 5.1 5 5 5 5 5.2 5 5 45.4 21.5 11.5 5 NA 5 90.9 90.7 28.9 5
19740417 52.2 5 5 5 7.7 5.1 5 5 5 5 5.1 5 5 42.5 20.5 10.3 5 NA 5 90.3 89.9 28 5
19740418 52.4 5 5 5 7.5 5 5 5 5 5 5 5 5 42.2 19.8 9 5 NA 5 88.9 90.4 26.3 5
19740419 45.9 5 5 5 7.1 5 5 5 5 5 5 5 5 39.8 19.1 8.6 5 NA 5 85.4 81.1 26 5
19740420 40.2 5 5 5 6.7 5 5 5 5 5 5 5 5 35.3 18.2 8 5 NA 5 83 73.2 25.7 5
19740421 33.7 5 5 5 6.4 5 5 5 5 5 5 5 5 32.9 17.5 7.6 5 NA 5 79.6 63.9 25.4 5
19740422 24.9 0 0 0 5.3 0.6 0 0 0 0 0 0 0 29.2 17 7 0 NA 0 73.5 54.4 24.1 0
19740423 18.4 0 0 0 4.9 0.6 0 0 0 0 0 0 0 26.7 16.3 6.6 0 NA 0 70 45.1 23.8 0
19740424 12.6 0 0 0 4.5 0.6 0 0 0 0 0 0 0 22.3 15.4 6 0 NA 0 67.7 37.1 23.5 0
19740425 6.1 0 0 0 4.1 0.6 0 0 0 0 0 0 0 19.8 14.7 5.6 0 NA 0 64.2 27.9 23.2 0
19740426 5.9 0 0 0 4.1 0.6 0 0 0 0 0 0 0 18.1 14 5.5 0 NA 0 55.9 24.7 20.9 0
19740427 5.8 0 0 0 4.1 0.6 0 0 0 0 0 0 0 16.3 13.4 5.4 0 NA 0 50.4 21.8 19.1 0
19740428 5.6 0 0 0 4.1 0.6 0 0 0 0 0 0 0 14.5 12.7 5.4 0 NA 0 42.1 18.7 16.7 0
19740429 5.5 0 0 0 0 0 0 0 1.7 5 5 0 0 12.1 11.9 5.2 0 NA 0 36.5 14.3 11.2 0
19740430 5.3 0 0 0 0 0 0 0 1.7 5 5 0 0 10.4 11.2 5.2 0 NA 0 28.3 11.1 8.9 0
19740501 5.2 0 0 0 0 0 0 0 1.7 5 5 0 0 8.6 10.7 5.1 0 NA 0 22.7 8.2 7.1 0
19740502 5 0 0 0 0 0 0 0 1.7 5 5 0 0 6.8 9.9 5 0 NA 0 14.4 5.1 4.7 0
19750102 19.2 6.3 0 0 0 0 0 0 0 0 0.2 0 4.1 1.4 3.1 0.5 4.1 NA 16.8 8.7 0 2.2 0
19750103 20.9 8.1 0 0 0 0 0.1 0 0 0 0.6 0 3.5 1.5 3.5 0.4 4.3 NA 17.6 7.9 0.5 2.3 0
19750104 21.4 6.7 0 0 0 0 0.2 0 0 0 1 0 2.9 1.7 3.9 0.3 2.5 NA 18.9 7.4 0.9 2.3 0
19750105 23.1 8.4 0 0 0 0 0.3 0 0 0 1.3 0 2.3 1.9 4.2 0.3 2.7 NA 19.6 6.6 1.4 2.3 0
19750106 26.8 8.4 0 0 0 0 1 0 0 0 3.7 0 1.8 6.1 5.9 0.3 2.8 NA 22.7 10.1 1.7 3.2 0
19750107 28.5 10.2 0 0 0 0 1.1 0 0 0 4 0 1.2 6.3 6.2 0.2 3.1 NA 23.4 9.3 2.2 3.3 0
19750108 29 8.8 0 0 0 0 1.2 0 0 0 4.4 0 0.6 6.5 6.6 0.1 1.2 NA 24.7 8.8 2.6 3.3 0
19750109 30.7 10.6 0 0 0 0 1.3 0 0 0 4.8 0 0 6.6 7 0.1 1.4 NA 25.5 8 3.1 3.3 0
19750110 38.6 14.2 0 1 0.3 0.3 1.7 1.2 1.5 0.5 7.2 0 1 7.6 8 0.7 12.3 NA 30.6 16.3 9.3 6.1 0
19750111 45.4 17.3 0 2.4 0.4 0.3 1.8 2.4 2.7 0.8 9.9 0 2.1 7.8 9.2 1.1 19.2 NA 33.7 27.9 17.7 9 0
19750112 53.2 20.9 0 3.4 0.7 0.6 2.1 3.7 4.2 1.2 12.3 0 3.1 8.8 10.2 1.7 30.1 NA 38.8 36.2 23.8 11.7 0
19750113 62.6 25.7 0 4.3 0.8 0.6 1.5 4.2 4.6 1.3 13.5 0 3.8 6 10.2 1.8 36 NA 41.3 44.3 29.4 15.9 0
19750114 70.5 29.3 0 5.3 1.1 0.8 1.8 5.4 6.1 1.7 15.9 0 4.8 6.9 11.2 2.4 46.9 NA 46.5 52.5 35.6 18.6 0
19750115 77.3 32.5 0 6.7 1.2 0.8 1.9 6.7 7.3 2 18.6 0 5.8 7.2 12.4 2.9 53.8 NA 49.6 64.1 44 21.5 0
19750116 85.2 36.1 0 7.7 1.5 1.1 2.3 7.9 8.8 2.5 21 0 6.8 8.1 13.4 3.4 64.7 NA 54.7 72.4 50.2 24.3 0
19750117 87.9 40.8 1.8 10.5 1.6 0.8 3.5 9.3 8.7 3.5 27.9 0 8.6 9.2 15.1 4.2 65.5 NA 58.2 74.8 46.7 27.5 0
19750118 89.2 45.1 3.5 13.9 1.8 0.8 4.5 10.3 8.8 4.2 33.2 0 10.4 9.5 16.5 4.8 66.5 NA 60.7 80.6 42.9 31.7 0
19750119 92 49.9 5.3 16.7 1.9 0.6 5.7 11.7 8.8 5.3 40.1 0 12.2 10.7 18.3 5.7 67.3 NA 64.2 83 39.4 35 0
19750120 93.2 55.5 11.1 22.6 4.9 0.6 6.9 12.9 9.2 6.4 47 0 13.5 11.9 19.9 6.4 69.2 NA 66 88.2 35.6 38.7 0
19750121 96 60.3 12.9 25.4 5 0.3 8.1 14.4 9.1 7.5 53.9 0 15.3 13 21.6 7.3 70 NA 69.6 90.6 32.1 42 0
19750122 97.2 64.6 14.6 28.7 5.2 0.3 9 15.4 9.2 8.2 59.1 0 17.1 13.3 23 7.9 70.9 NA 72 96.4 28.3 46.2 0
19750123 100 69.3 16.4 31.6 5.3 0 10.3 16.8 9.2 9.2 66 0 18.8 14.4 24.7 8.7 71.8 NA 75.5 98.8 24.8 49.5 0
19750124 100 66.6 14.9 29 7.2 0.5 10.5 18 9.9 9.5 64.8 0 19.1 14.8 24 8.5 74.8 NA 76.6 98.8 29.8 50.7 0
19750125 99.9 63.5 13.5 26.6 8.7 1 10.5 19.8 10.1 10.1 64.4 0 19.2 15.4 23.8 8.4 77.3 NA 77.4 98.8 34.3 52.6 0
19750126 99.9 60.8 12 23.9 10.6 1.5 10.7 21 10.8 10.4 63.2 0 19.5 15.7 23.1 8.2 80.3 NA 78.4 98.8 39.2 53.9 0
19750127 97.8 59.4 11 22.1 11.2 1.8 12.2 21.8 10.9 11.7 64.2 0 19.8 20 23.8 10 86.3 NA 80 99.9 44 57 0
19750128 97.8 56.7 9.5 19.4 13.1 2.3 12.4 23 11.6 12 63 0 20.1 20.3 23.1 9.8 89.3 NA 81 99.9 49 58.3 0
19750129 97.7 53.5 8.1 17 14.6 2.8 12.4 24.9 11.8 12.6 62.6 0 20.2 21 22.9 9.7 91.7 NA 81.9 99.9 53.5 60.2 0
19750130 97.7 50.9 6.6 14.4 16.5 3.3 12.6 26 12.5 12.9 61.4 0 20.5 21.3 22.2 9.5 94.7 NA 82.9 99.9 58.4 61.4 0
19750131 97.7 51.2 8 14.1 19.3 6.6 12.2 22 10.7 11.8 60.5 0 23 24.7 24.1 9.7 88.9 NA 79.9 99.9 62.8 62.4 0.2
19750201 97.7 51.2 9.4 13.6 21.2 10.2 11.6 18.7 8.8 9.7 61.1 0 24.8 26.9 25.3 9.9 84 NA 77.5 99.9 67.9 62.1 0.4
19750202 97.8 51.5 10.8 13.3 24 13.5 11.2 14.6 7 8.6 60.3 0 27.4 30.4 27.2 10.1 78.2 NA 74.6 99.9 72.3 63.1 0.6
19750203 99.8 52.8 12.4 13.2 26 16.3 10.6 11.4 5.5 6.2 60.1 0 29.8 33.2 29.5 9.8 72.2 NA 71.6 100 79.1 63.6 0.9
19750204 99.8 53.2 13.8 13 28.8 19.6 10.2 7.3 3.7 5.1 59.2 0 32.3 36.7 31.5 10.1 66.4 NA 68.6 100 83.5 64.5 1.2
19750205 99.9 53.2 15.2 12.5 30.7 23.2 9.6 4.1 1.8 3.1 59.8 0 34.2 38.9 32.6 10.2 61.5 NA 66.2 100 88.5 64.2 1.3
19750206 99.9 53.5 16.6 12.2 33.4 26.5 9.2 0 0 2 59 0 36.7 42.4 34.6 10.5 55.7 NA 63.2 100 92.9 65.2 1.5
19750207 99.9 58.8 25.6 17.1 33 28.3 13.7 1.7 0 2.7 63.1 0 39.4 47 40.6 16.5 61.9 NA 66.9 100 93.7 66.7 2
19750208 99.9 62 37 23.1 31.5 30.7 20.8 4.3 0 3.5 66.7 0 42 50.3 45.8 22.4 67.1 NA 72.5 100 93.8 68 2.4
19750209 99.9 67.3 46 28 31 32.4 25.3 6 0 4.1 70.8 0 44.7 55 51.8 28.5 73.3 NA 76.1 100 94.7 69.5 2.9
19750210 99.9 71.9 57.5 32.8 32.8 39 33.5 8.6 0 7.1 74.2 0 47.4 59.8 57 36.2 81.9 NA 81.9 100 94.1 70.2 3.2
19750211 100 77.1 66.5 37.7 32.4 40.7 38 10.3 0 7.8 78.3 0 50.1 64.5 63 42.3 88.1 NA 85.5 100 94.9 71.7 3.7
19750212 100 80.4 77.9 43.7 30.9 43.1 45.1 12.9 0 8.6 81.9 0 52.7 67.8 68.2 48.2 93.4 NA 91.1 100 95 73 4.1
19750213 100 85.7 86.9 48.6 30.4 44.9 49.6 14.6 0 9.3 86 0 55.3 72.4 74.2 54.2 99.6 NA 94.7 100 95.8 74.5 4.6
19750214 99.9 81.9 84.7 48.4 28.8 40.9 46.3 14.1 0.8 9 83.2 0 53.6 67.9 69.1 50.1 97.4 NA 94.6 100 95.8 71 3.8
19750215 99.9 79.7 79.3 49 27.7 37.1 41.6 14.1 2.3 9 79.7 0 51 61.8 65.6 45.6 96 NA 94.4 100 95.6 68.2 3.3
19750216 99.8 76 77.1 48.8 26.1 33.1 38.3 13.6 3.1 8.7 77 0 49.3 57.3 60.5 41.5 93.9 NA 94.3 100 95.6 64.6 2.5
19750217 99.8 73 75.2 50.7 24 29.2 35 13.6 4.6 10.7 73.6 0 47.3 50.8 55.8 37.3 87.5 NA 94.2 100 98.2 61.5 2
19750218 99.7 69.3 73 50.5 22.4 25.2 31.7 13.1 5.4 10.3 70.8 0 45.5 46.3 50.7 33.1 85.4 NA 94.1 100 98.2 58 1.3
19750219 99.6 67.1 67.6 51 21.3 21.4 27 13.1 6.9 10.4 67.3 0 43 40.2 47.2 28.7 83.9 NA 93.9 100 97.9 55.2 0.8
19750220 99.6 63.3 65.4 50.8 19.7 17.4 23.7 12.6 7.7 10 64.5 0 41.2 35.7 42.1 24.5 81.8 NA 93.8 100 97.9 51.7 0
19750221 98.2 55.9 63.8 49 19 16.3 22.7 12.1 7.5 10.1 63.1 0 38.3 33.2 39.3 23.7 75.7 NA 91.4 100 96.7 53.3 0
19750222 97.6 51 65.1 45.8 17.8 15 21.4 11.8 7 9.7 62.1 0 34.1 30.4 37.1 23 69.7 NA 88 99.9 95.7 54.2 0
19750223 96.3 43.5 63.5 44 17.1 13.9 20.4 11.3 6.8 9.8 60.6 0 31.1 27.9 34.4 22.2 63.6 NA 85.7 99.9 94.5 55.9 0
19750224 94.6 38.7 62.2 40.2 16.6 12 19.6 15.2 11.2 9.4 59.2 0 28.8 26.2 32.2 21.1 57.1 NA 82.6 99.8 92.7 56.7 0
19750225 93.3 31.3 60.6 38.4 15.9 10.9 18.6 14.7 11 9.5 57.7 0 25.8 23.8 29.4 20.3 51 NA 80.3 99.8 91.6 58.4 0
19750226 92.7 26.3 61.8 35.1 14.7 9.6 17.4 14.4 10.5 9 56.8 0 21.6 20.9 27.2 19.6 44.9 NA 76.9 99.7 90.6 59.3 0
19750227 91.3 18.9 60.3 33.3 14 8.5 16.4 13.9 10.4 9.2 55.3 0 18.7 18.5 24.4 18.7 38.9 NA 74.5 99.7 89.4 61 0
19750228 92.3 24.8 63.4 36.3 15.1 9.4 18.3 13 9.7 8.9 57.9 0 20.8 19.2 23.9 18.9 42.6 NA 76 99.7 90.6 60.8 0
19750301 92.8 30.8 65 40.2 16.1 9.8 19.5 12.8 8.8 8.5 61.4 0 23 19.7 23.2 18.9 49.7 NA 76.7 99.8 91.9 61.2 0
19750302 93.8 36.7 68.2 43.2 17.2 10.7 21.4 12 8.1 8.2 63.9 0 25.2 20.4 22.7 19.1 53.5 NA 78.2 99.8 93.2 61.1 0
19750303 94.9 44 69.9 46.8 18 11.1 22.7 11.4 7.2 7.9 65.1 0 26 20.6 22.1 19.3 58.8 NA 78.1 99.9 96 61.4 0
19750304 95.9 49.9 73.1 49.8 19.1 12 24.6 10.6 6.5 7.6 67.7 0 28.2 21.3 21.6 19.4 62.5 NA 79.6 99.9 97.3 61.2 0
19750305 96.3 56 74.6 53.7 20.1 12.4 25.8 10.4 5.7 7.2 71.2 0 30.4 21.8 20.9 19.5 69.6 NA 80.2 100 98.6 61.6 0
19750306 97.3 61.8 77.8 56.7 21.2 13.3 27.7 9.5 5 6.9 73.7 0 32.5 22.5 20.4 19.6 73.4 NA 81.7 100 99.9 61.5 0
19750307 96.5 57.3 69.4 54.2 20.4 11.9 24.5 8.9 5 6.7 66 0 29.8 26.4 21.9 20.2 69.7 NA 80 100 99.9 59.9 0
19750308 96.8 52.9 62 53 19.7 11.1 22.6 8.3 5 6.4 58.2 0 26.4 29.6 23.3 21.1 69.4 NA 78.7 100 99.9 59.2 0
19750309 95.9 48.3 53.6 50.5 18.9 9.6 19.4 7.7 5 6.2 50.5 0 23.7 33.5 24.8 21.7 65.8 NA 77 100 99.9 57.6 0
19750310 95 43.5 47.1 46.7 18.7 8.7 17.6 6.8 5 5.9 44.1 0 21.4 37.7 26.4 22.4 63 NA 73.4 100 99.9 56.9 0
19750311 94.2 39 38.6 44.2 17.9 7.2 14.4 6.2 5 5.7 36.4 0 18.7 41.6 27.8 23.1 59.3 NA 71.7 100 99.9 55.3 0
19750312 94.4 34.6 31.3 43 17.2 6.4 12.5 5.6 5 5.4 28.5 0 15.3 44.7 29.2 23.9 59 NA 70.4 100 99.9 54.6 0
19750313 93.6 30 22.9 40.5 16.4 5 9.3 5 5 5.2 20.8 0 12.6 48.6 30.7 24.5 55.4 NA 68.7 100 99.9 53 0
19750314 92.3 26.3 20.2 35.9 15.2 5 9.1 5 5 5.2 20.8 0 12.6 43.3 28.1 22 51.4 NA 62.7 99.6 99.7 50.7 0
19750315 91.5 23.4 18.2 31 14.2 5 8.5 5 5 5.2 20 0 12.5 38.4 25.3 19.9 48.4 NA 55.4 99.1 98.2 48.9 0
19750316 90.2 19.6 15.5 26.4 13 5 8.3 5 5 5.1 20 0 12.5 33.2 22.8 17.4 44.4 NA 49.4 98.7 98 46.5 0
19750317 89.3 15.7 12.3 23.2 11 0.3 6.3 0 0 3.8 20 0 16.7 26.6 19.2 15.5 39.6 NA 42.6 98.3 97.2 44.8 0.4
19750318 88.1 11.9 9.7 18.6 9.8 0.3 6.1 0 0 3.7 19.9 0 16.6 21.4 16.6 12.9 35.6 NA 36.6 97.9 97.1 42.5 0.4
19750319 87.2 9 7.7 13.7 8.8 0.3 5.5 0 0 3.7 19.2 0 16.6 16.4 13.8 10.8 32.5 NA 29.4 97.4 95.5 40.7 0.4
19750320 86 5.3 5 9.1 7.6 0.3 5.3 0 0 3.7 19.1 0 16.5 11.2 11.2 8.3 28.6 NA 23.3 97 95.3 38.4 0.4
19750321 85.1 5.2 5 8.4 7.7 1 5.1 0 0 4.3 20.1 0 15.6 10 11.8 8.6 25.5 NA 26.5 95.4 93.5 37.5 0.4
19750322 85.4 5.2 5 7.9 8 1.3 5.1 0 0 4.8 22 0 14.7 9.6 12.6 8.9 21.6 NA 30.1 94.1 92 36.1 0.4
19750323 84.6 5.1 5 7.1 8 1.9 4.9 0 0 5.4 23 0 13.8 8.5 13.1 9.2 18.6 NA 33.2 92.4 90.2 35.3 0.4
19750324 84.3 0.2 0 2 7.3 2 2.3 0 0 6.3 23.6 0 8.8 7.7 14 9.5 16.1 NA 35.5 89.9 88.4 33.7 0
19750325 83.5 0.1 0 1.2 7.4 2.7 2.1 0 0 6.9 24.6 0 7.9 6.5 14.6 9.8 13.1 NA 38.6 88.2 86.5 32.9 0
19750326 83.8 0.1 0 0.8 7.7 3 2.1 0 0 7.5 26.5 0 6.9 6.2 15.4 10.1 9.1 NA 42.2 86.9 85.1 31.5 0
19750327 83 0 0 0 7.7 3.7 1.8 0 0 8 27.5 0 6 5 15.9 10.4 6.1 NA 45.3 85.2 83.2 30.7 0
19750328 84.2 0 0 0 9.2 3.5 1.9 0 0 9 34.5 0 5.8 6.4 16.1 12.4 7.6 NA 42.9 87.3 84.6 36.8 0
19750329 85.6 0 0 0 10.8 3.6 2.1 0 0 10.1 41.7 0 5.7 7.8 16.2 14.1 9.2 NA 41.4 88.7 86.7 43.3 0
19750330 86.8 0 0 0 12.2 3.5 2.1 0 0 11.1 48.7 0 5.5 9.2 16.4 16.1 10.8 NA 39 90.9 88.1 49.4 0
19750331 87.1 2.2 0 0 13.1 3.5 2.1 0 0 10.8 54.5 0 9.5 10.7 16.3 17.7 10.8 NA 38.6 93.2 91.6 56.2 0.2
19750401 88.3 2.2 0 0 14.6 3.4 2.1 0 0 11.8 61.5 0 9.3 12.1 16.5 19.7 12.4 NA 36.2 95.3 93 62.3 0.2
19750402 89.7 2.2 0 0 16.2 3.5 2.3 0 0 12.9 68.7 0 9.2 13.5 16.7 21.4 14 NA 34.7 96.7 95.1 68.8 0.2
19750403 90.9 2.2 0 0 17.6 3.3 2.4 0 0 13.9 75.7 0 9 14.9 16.8 23.4 15.5 NA 32.3 98.9 96.5 74.9 0.2
19750404 87.7 2.2 0 0.3 16.1 3.4 3.4 0 0 12.3 68.7 0 9.2 13.6 16 21 17.9 NA 30.8 98.8 95.3 71.5 0.2
19750405 84.2 2.3 0 0.7 14.3 3.6 5 0 0 10.5 61.3 0 9.5 12.2 15.1 19.5 20 NA 31.4 98.8 93.9 68.1 0.2
19750406 80.9 2.3 0 0.9 12.7 3.7 6 0 0 9 54.2 0 9.7 10.9 14.3 17.1 22.4 NA 29.9 98.7 92.8 64.6 0.2
19750407 77.8 0.2 0 1.2 10.4 3.7 8.7 0 0 5.7 48.6 0 7 4.7 10.1 12.6 24.7 NA 32 99.2 90.7 60.6 0
19750408 74.5 0.3 0 1.5 8.8 3.8 9.7 0 0 4.1 41.5 0 7.2 3.4 9.3 10.2 27.1 NA 30.5 99.1 89.6 57.1 0
19750409 71.1 0.3 0 1.9 7 4 11.3 0 0 2.3 34.1 0 7.5 2.1 8.4 8.7 29.2 NA 31.1 99.1 88.2 53.8 0
19750410 67.8 0.4 0 2.2 5.4 4.1 12.3 0 0 0.8 27.1 0 7.8 0.7 7.6 6.3 31.6 NA 29.6 99 87 50.3 0
19750411 66.3 0.3 0 1.9 5.2 3.5 11 0 0 0.8 24.3 0 6.8 0.6 7 5.6 27.8 NA 26.6 98.2 84.7 48.1 0
19750412 65.2 0.3 0 1.5 4.7 3 9 0 0 0.7 22.4 0 6.1 0.5 6.4 5.1 23.6 NA 22.9 97.7 81.8 44.6 0
19750413 63.7 0.2 0 1.2 4.6 2.4 7.7 0 0 0.7 19.6 0 5.2 0.4 5.8 4.5 19.9 NA 19.8 96.9 79.5 42.4 0
19750414 62.3 0.1 0 0.9 5.6 4.7 4.7 0 0 1 15.9 0 2.5 0.3 4.1 2.7 16.7 NA 13.6 96.1 76.2 38.7 0
19750415 60.8 0.1 0 0.7 5.4 4.1 3.3 0 0 1 13.1 0 1.6 0.2 3.4 2.1 12.9 NA 10.6 95.3 73.9 36.5 0
19750416 59.8 0 0 0.3 5 3.5 1.4 0 0 1 11.2 0 0.9 0.1 2.9 1.6 8.7 NA 6.9 94.8 70.9 33.1 0
